1 1.0905
2 1.0565
3 1.5593
4 1.8069
5 1.7240
6 1.8709
7 1.5400
8 1.5411
9 1.2899
10 1.1069
11 1.1719
12 1.0051
13 .9107
14 .9080
15 .8487
16 .8376
